Freelancer_ID,Job_Category,Platform,Experience_Level,Client_Region,Payment_Method,Job_Completed,Earnings_USD,Hourly_Rate,Job_Success_Rate,Client_Rating,Job_Duration_Days,Project_Type,Rehire_Rate,Marketing_Spend
228,"Digital Marketing",Freelancer,Beginner,Asia,"Mobile Banking",149,9471,89.06,69.65,4.29,76,Fixed,76.21,317
229,"Digital Marketing",Upwork,Beginner,UK,"Mobile Banking",202,7404,98.2,94.6,4.39,7,Fixed,30.71,386
230,"Digital Marketing",Fiverr,Beginner,Europe,"Bank Transfer",88,2579,6.9,81.56,4.03,51,Hourly,10.08,82
231,"Content Writing",Upwork,Beginner,Australia,"Bank Transfer",161,1480,56.91,89.74,3.61,3,Hourly,29.04,378
232,"Web Development",Fiverr,Intermediate,UK,Crypto,89,3962,37.46,75.13,3.43,50,Fixed,25.25,394
233,"App Development",Fiverr,Expert,Canada,"Mobile Banking",257,1582,31.31,78.85,3.07,26,Hourly,56.33,135
234,"Data Entry",Freelancer,Expert,USA,"Bank Transfer",76,1942,36.89,74.63,3.61,31,Hourly,54.36,217
235,"Customer Support",Toptal,Beginner,Australia,"Mobile Banking",227,1471,65.69,59.76,4.31,62,Fixed,51.54,108
236,"Graphic Design",Upwork,Beginner,"Middle East","Bank Transfer",280,8632,23.12,86.12,4.88,26,Fixed,11.14,377
237,"Digital Marketing",Toptal,Expert,UK,Crypto,287,5818,91.72,64.04,4.74,67,Fixed,61.01,406
238,"Data Entry",PeoplePerHour,Intermediate,Canada,"Mobile Banking",268,2868,49.28,51.22,4.53,55,Hourly,32.65,118
239,"Digital Marketing",Freelancer,Expert,UK,"Bank Transfer",250,5667,35.93,82.27,4.58,28,Fixed,56.55,393
240,"App Development",Freelancer,Beginner,Europe,"Bank Transfer",65,1245,77.73,58.86,4.33,44,Hourly,48.96,17
241,"Digital Marketing",PeoplePerHour,Beginner,Asia,"Bank Transfer",263,6279,6.55,97.02,3.52,81,Hourly,33.99,331
242,"Graphic Design",Upwork,Intermediate,Asia,"Bank Transfer",11,9099,46.03,97.7,4.81,38,Hourly,19.42,422
243,"Customer Support",PeoplePerHour,Expert,Australia,Crypto,192,5355,38.75,95.74,4.34,30,Fixed,16.61,153
244,SEO,Upwork,Intermediate,USA,"Mobile Banking",8,9758,37.13,68.51,4.12,66,Fixed,68.21,10
245,SEO,Fiverr,Intermediate,Canada,"Mobile Banking",235,8127,37.02,50.77,3.22,8,Hourly,74.29,137
246,"App Development",Freelancer,Beginner,UK,PayPal,137,9395,7.97,96.42,3.89,14,Hourly,55.49,386
247,SEO,Upwork,Expert,Australia,"Mobile Banking",129,892,19.45,71.41,3.92,62,Fixed,17.24,61
248,"Content Writing",Toptal,Beginner,UK,PayPal,19,5250,18.48,98.33,4.73,75,Fixed,38.14,70
249,"Web Development",Toptal,Expert,Australia,"Bank Transfer",17,5971,98.92,98.18,4.09,63,Fixed,61.03,60
250,"Content Writing",Freelancer,Beginner,Asia,Crypto,122,9924,7.11,92.65,3.76,79,Fixed,64.59,131
251,"Data Entry",PeoplePerHour,Beginner,Europe,Crypto,244,344,20.87,64.72,4.95,66,Fixed,18.28,60
252,"Content Writing",PeoplePerHour,Expert,UK,"Bank Transfer",267,6147,97.55,69.25,3.22,40,Fixed,10,487
253,"Data Entry",Upwork,Expert,Europe,PayPal,10,6462,64.68,92.56,3.85,13,Fixed,59.85,391
254,"Data Entry",PeoplePerHour,Beginner,"Middle East","Bank Transfer",235,8886,47.81,65.85,3.08,17,Fixed,34.96,357
255,"Web Development",Freelancer,Expert,"Middle East",Crypto,34,6728,12.48,58.47,4.48,15,Fixed,27.81,268
256,"Graphic Design",Upwork,Beginner,Asia,Crypto,26,5070,68.62,77.84,4.84,33,Hourly,10.9,11
257,"Customer Support",Fiverr,Expert,Canada,"Mobile Banking",160,5793,18.09,96.81,3.56,16,Fixed,47.82,34
258,"App Development",PeoplePerHour,Beginner,Europe,PayPal,122,160,68.76,84.8,4.72,13,Fixed,69.58,485
259,"Web Development",PeoplePerHour,Beginner,Australia,"Mobile Banking",197,8825,98.02,78.5,3.58,86,Hourly,77.03,437
260,"App Development",Upwork,Beginner,Canada,Crypto,199,9728,55.54,54.86,4.82,23,Fixed,49.6,50
261,SEO,Toptal,Intermediate,UK,Crypto,172,4914,25.34,80.75,4.51,36,Fixed,46.01,42
262,SEO,PeoplePerHour,Expert,UK,"Mobile Banking",243,1698,64.4,99.5,4.61,43,Hourly,15.95,227
263,"Content Writing",Freelancer,Beginner,Australia,"Mobile Banking",248,6431,53.73,57,3.04,50,Fixed,48.42,110
264,"Data Entry",PeoplePerHour,Intermediate,USA,Crypto,73,2431,55.65,75.92,4.93,74,Hourly,36.6,321
265,"Digital Marketing",Fiverr,Beginner,USA,"Mobile Banking",99,155,50.42,93.87,4.45,81,Hourly,52.5,14
266,"Digital Marketing",PeoplePerHour,Intermediate,UK,"Mobile Banking",81,5868,69.01,87.04,3.61,13,Fixed,37.21,176
267,"App Development",Toptal,Beginner,Asia,PayPal,175,9936,59.33,84.85,4.66,30,Hourly,26.82,161
268,"Data Entry",PeoplePerHour,Beginner,Asia,Crypto,5,9975,98.76,85.12,3.56,57,Hourly,16.65,38
269,"App Development",Upwork,Intermediate,Australia,"Bank Transfer",66,431,83.46,67.97,4.75,30,Hourly,32.04,25
270,"Web Development",PeoplePerHour,Intermediate,USA,PayPal,211,4406,30.15,64.68,3.23,71,Hourly,16.77,111
271,"Graphic Design",Toptal,Expert,Europe,"Bank Transfer",158,5968,73.95,90.47,4.41,10,Fixed,22.38,452
272,"Customer Support",Upwork,Expert,UK,"Mobile Banking",278,1366,25.36,90.51,4.08,66,Hourly,79.11,431
273,"Web Development",Freelancer,Intermediate,"Middle East","Mobile Banking",52,5504,79.32,93.35,3.19,83,Hourly,41.09,472
274,"Data Entry",Upwork,Expert,Europe,"Bank Transfer",141,4124,19.02,95.66,3.48,39,Fixed,47.23,50
275,"Data Entry",Fiverr,Intermediate,Australia,"Mobile Banking",5,4854,49.99,75.57,3.02,37,Hourly,71.15,481
276,"Graphic Design",Upwork,Expert,"Middle East","Mobile Banking",239,956,80.11,75.08,3.94,3,Fixed,79.69,366
277,"App Development",Freelancer,Beginner,Europe,PayPal,260,7671,31.61,89.91,3.6,89,Hourly,50.79,387
278,"Content Writing",PeoplePerHour,Expert,USA,"Bank Transfer",111,712,84.53,82.5,4.2,34,Fixed,66.87,97
279,"Content Writing",Upwork,Beginner,Asia,PayPal,177,6768,66.19,85.1,3.59,86,Hourly,32.89,410
280,"Graphic Design",Upwork,Beginner,USA,"Bank Transfer",134,8704,42.76,89.79,3.6,38,Fixed,31.4,374
281,"Content Writing",Upwork,Expert,"Middle East",PayPal,298,992,45.22,94.5,4.49,14,Hourly,38.19,169
282,"Digital Marketing",Upwork,Intermediate,Canada,Crypto,44,8399,92.97,66.9,3.1,64,Fixed,57.08,55
283,"Content Writing",Freelancer,Beginner,Asia,Crypto,20,6465,25.69,68.78,4.81,39,Fixed,57.75,220
284,"Content Writing",Toptal,Beginner,UK,"Bank Transfer",131,3359,70.87,54.7,4.7,54,Fixed,32.07,324
285,"Content Writing",Toptal,Expert,"Middle East",Crypto,207,1376,72.19,78.91,4.34,2,Fixed,19.32,145
286,"Digital Marketing",Upwork,Intermediate,Australia,PayPal,138,2156,92.63,51.8,4.19,43,Fixed,54.27,444
287,"App Development",Freelancer,Intermediate,UK,"Bank Transfer",263,4849,72.75,73.28,4.78,53,Hourly,18.98,259
288,"Content Writing",Freelancer,Expert,Europe,Crypto,18,8889,60.52,77.13,3.37,3,Hourly,50.49,128
289,SEO,Upwork,Intermediate,Asia,Crypto,70,2988,90.74,64.33,3.16,41,Fixed,58.54,49
290,"Digital Marketing",Fiverr,Expert,Australia,"Bank Transfer",199,2533,83.77,79.54,3.48,8,Fixed,59.04,339
291,"Graphic Design",Upwork,Expert,Australia,Crypto,118,1425,73.09,51.53,4.59,75,Hourly,62.74,325
292,"Web Development",Fiverr,Expert,USA,Crypto,163,7906,8.09,51.87,3.07,63,Hourly,71.1,403
293,"Graphic Design",Upwork,Beginner,Europe,"Bank Transfer",165,294,40.48,91.13,4.17,65,Fixed,45,19
294,"Web Development",Fiverr,Beginner,USA,Crypto,258,2398,65.03,68.01,4.99,79,Hourly,61.12,173
295,"Customer Support",Fiverr,Beginner,USA,Crypto,19,9109,54.61,56.35,4.71,4,Fixed,53.34,282
296,"Graphic Design",Upwork,Expert,Asia,Crypto,41,529,35.34,76.11,4.04,68,Fixed,23.06,25
297,SEO,Fiverr,Beginner,Canada,Crypto,159,1985,18.72,88.5,3.13,10,Fixed,11.8,159
298,"Web Development",PeoplePerHour,Beginner,USA,"Mobile Banking",31,5807,57.53,60.79,4.66,75,Hourly,29.92,9
299,"Web Development",Toptal,Beginner,UK,"Bank Transfer",16,137,32.16,81.14,4.2,50,Fixed,41.01,81
300,"Data Entry",Freelancer,Expert,Australia,"Mobile Banking",71,9482,27.14,54.27,3.23,23,Hourly,53.2,255
301,"Web Development",Fiverr,Expert,Asia,"Mobile Banking",34,8814,42.9,52.58,3.19,61,Hourly,69.5,104
302,"Web Development",Fiverr,Expert,USA,PayPal,100,9055,79.62,76.57,4.82,47,Hourly,23.74,139
303,"Data Entry",Freelancer,Beginner,"Middle East","Mobile Banking",219,228,51.35,77.03,4.34,3,Hourly,18.79,201
304,"Content Writing",Fiverr,Intermediate,UK,"Mobile Banking",198,9967,25.57,81.87,4.66,17,Fixed,77.44,343
305,"Content Writing",Freelancer,Beginner,Europe,PayPal,139,212,16.11,86.3,4.76,22,Fixed,17.56,23
306,"Data Entry",Upwork,Beginner,Australia,Crypto,294,2690,52.4,98.79,4.14,16,Hourly,43.49,372
307,"Digital Marketing",PeoplePerHour,Expert,Asia,Crypto,36,9247,80.46,75.82,4.03,80,Fixed,50.99,434
308,"Customer Support",PeoplePerHour,Expert,"Middle East","Mobile Banking",43,2398,67.02,66.15,3.86,3,Hourly,47.9,421
309,"Web Development",Toptal,Beginner,Asia,PayPal,210,2471,27.05,89.76,3.63,52,Fixed,16.02,45
310,"Web Development",Fiverr,Beginner,Asia,Crypto,47,4348,46.49,63.54,3.87,33,Fixed,13.99,216
311,"Data Entry",Toptal,Intermediate,"Middle East",PayPal,263,4192,86.25,71.95,4.55,42,Fixed,17.38,391
312,"Data Entry",Upwork,Intermediate,Europe,"Bank Transfer",253,4553,21.88,53.92,4.2,2,Fixed,50.99,54
313,"Digital Marketing",PeoplePerHour,Expert,"Middle East","Bank Transfer",78,1267,55.55,51.27,4.79,39,Fixed,48.1,77
314,SEO,Upwork,Intermediate,UK,"Bank Transfer",278,2524,38.84,98.13,3.89,46,Fixed,26.36,490
315,"Content Writing",Upwork,Intermediate,Asia,"Bank Transfer",194,979,16.8,91.8,4.21,48,Hourly,54.64,158
316,"Graphic Design",Fiverr,Expert,Europe,"Mobile Banking",142,8008,9.74,84.8,4.26,27,Fixed,67.4,343
317,SEO,Upwork,Intermediate,Asia,"Bank Transfer",286,8558,57.81,70.45,4.18,15,Fixed,12.91,271
318,"App Development",PeoplePerHour,Beginner,"Middle East","Bank Transfer",170,1552,6.97,58.66,4.41,7,Fixed,44.87,147
319,"Content Writing",Toptal,Intermediate,Europe,PayPal,282,470,14.83,57.82,3.47,57,Hourly,58.25,37
320,"Web Development",PeoplePerHour,Expert,Europe,Crypto,30,5880,38.02,62.51,4.02,42,Fixed,27.66,110
321,"App Development",Fiverr,Beginner,USA,PayPal,77,4408,9.13,77.46,3.21,9,Fixed,31.54,14
322,SEO,PeoplePerHour,Intermediate,USA,"Mobile Banking",119,1499,43.04,85.73,3.77,6,Fixed,52.95,77
323,"Data Entry",Freelancer,Beginner,USA,"Bank Transfer",55,5861,17.38,83.01,3.98,57,Hourly,72.86,75
324,"Digital Marketing",Toptal,Beginner,"Middle East",Crypto,175,8669,38.24,64,4.3,76,Fixed,66.69,417
325,"Content Writing",Freelancer,Intermediate,Australia,Crypto,272,7921,80.16,97.74,4.9,30,Hourly,50.82,327
326,"Digital Marketing",Freelancer,Intermediate,UK,"Bank Transfer",7,8638,64.5,86.89,4.2,55,Hourly,61.12,274
327,"App Development",Fiverr,Expert,"Middle East","Bank Transfer",214,9037,47.31,77.72,4.49,84,Fixed,35.54,493
328,"Content Writing",Upwork,Expert,Asia,"Mobile Banking",119,156,13.72,80.59,4.01,84,Fixed,54.87,196
329,"Customer Support",Freelancer,Beginner,USA,"Mobile Banking",171,4099,63.82,70.98,4.27,54,Hourly,42.63,375
330,"Customer Support",PeoplePerHour,Expert,Europe,"Bank Transfer",269,8339,20.55,62.39,3.14,27,Hourly,23.3,218
331,SEO,Upwork,Beginner,"Middle East","Bank Transfer",231,1953,12.28,67.8,3.51,84,Fixed,59.12,62
332,"Web Development",PeoplePerHour,Beginner,Europe,"Bank Transfer",155,7699,68.08,87.89,3.72,59,Fixed,48.95,360
333,"Customer Support",PeoplePerHour,Expert,Asia,"Bank Transfer",272,3620,91.65,50.72,3.94,7,Hourly,35.1,460
334,"Customer Support",Upwork,Expert,Europe,Crypto,120,5426,48.76,55.8,3.09,40,Hourly,73.79,31
335,"Graphic Design",Upwork,Expert,Europe,"Mobile Banking",92,92,8.89,52.3,3.28,72,Hourly,11.47,478
336,"Digital Marketing",PeoplePerHour,Intermediate,Canada,"Bank Transfer",246,6435,88.63,52.04,3.55,2,Hourly,32.1,232
337,"Digital Marketing",Fiverr,Beginner,Australia,"Bank Transfer",44,1627,11.36,92.77,4.94,14,Fixed,13.98,109
338,"Customer Support",Toptal,Beginner,UK,Crypto,186,6115,87.41,85.18,3.66,10,Hourly,63.66,164
339,"Graphic Design",Toptal,Beginner,UK,PayPal,213,5935,42.22,73.71,3.96,50,Fixed,59.15,193
340,"Digital Marketing",Fiverr,Expert,USA,"Bank Transfer",277,8626,39.71,54.89,3.39,18,Hourly,33.19,6
341,"Digital Marketing",Upwork,Expert,Canada,Crypto,123,3627,56.57,74.58,4.22,18,Hourly,57.3,431
342,"Content Writing",PeoplePerHour,Expert,"Middle East",Crypto,28,3288,95.92,73.67,3.56,16,Fixed,37.72,138
343,"Content Writing",Toptal,Expert,"Middle East",PayPal,262,5294,90.38,58.66,3.41,52,Fixed,62.94,458
344,"Graphic Design",PeoplePerHour,Expert,UK,"Mobile Banking",96,9938,49.68,71.69,4.03,69,Fixed,41.79,342
345,"App Development",Fiverr,Intermediate,Australia,"Mobile Banking",165,2184,71.1,69.93,3.01,52,Fixed,38.86,286
346,"Web Development",PeoplePerHour,Expert,Europe,"Mobile Banking",153,3942,60.14,80.79,3.02,31,Hourly,75.43,427
347,SEO,Fiverr,Beginner,Asia,"Bank Transfer",121,4371,70.88,81.75,3.44,84,Fixed,27.56,300
348,"Customer Support",Upwork,Expert,USA,"Mobile Banking",57,5826,83.79,52.27,3.07,23,Fixed,18.43,455
349,"Customer Support",Fiverr,Beginner,Australia,"Bank Transfer",49,5878,8.28,68.73,3.22,42,Fixed,50.92,55
350,SEO,Fiverr,Expert,UK,"Bank Transfer",269,3865,35.95,81.29,3.68,81,Hourly,77.85,159
351,"Customer Support",Toptal,Expert,Canada,Crypto,266,345,96.14,75.16,4.61,62,Hourly,36.45,495
352,"Customer Support",PeoplePerHour,Beginner,USA,"Mobile Banking",238,463,95.19,92.82,4.14,77,Fixed,14.34,148
353,"App Development",Toptal,Beginner,UK,"Mobile Banking",39,6006,6.07,82.93,4.03,50,Hourly,33.75,286
354,"Digital Marketing",Freelancer,Beginner,"Middle East","Mobile Banking",201,6328,24.14,58.15,3.59,77,Hourly,45.42,256
355,"Web Development",Fiverr,Beginner,USA,"Bank Transfer",29,6718,99.41,53.53,4.86,81,Fixed,21.33,460
356,"Customer Support",Freelancer,Intermediate,UK,"Bank Transfer",206,8245,51.82,82.12,3.79,15,Hourly,56.07,138
357,"Graphic Design",Toptal,Beginner,"Middle East","Mobile Banking",277,227,59.42,51.33,3.17,44,Fixed,79.84,348
358,"App Development",PeoplePerHour,Expert,Asia,"Bank Transfer",40,8987,20.81,79.29,4.23,42,Fixed,41.62,323
359,"Customer Support",Toptal,Expert,"Middle East","Bank Transfer",227,4404,89.96,97.01,3.23,45,Fixed,34.83,291
360,"Graphic Design",PeoplePerHour,Intermediate,Europe,PayPal,281,8893,26.97,78.77,3.69,35,Hourly,38.05,334
361,"Content Writing",PeoplePerHour,Beginner,Canada,PayPal,22,5964,23.02,69.41,4.01,22,Fixed,18.06,186
362,"Digital Marketing",Upwork,Expert,Europe,"Mobile Banking",192,5532,26.67,82.16,4.75,74,Hourly,71.83,322
363,"Data Entry",Fiverr,Intermediate,UK,"Mobile Banking",261,3321,92.36,72.91,3.99,75,Hourly,39.04,183
364,"Customer Support",Toptal,Expert,Asia,PayPal,146,6737,71.77,77.28,4.4,38,Hourly,37.11,306
365,"Graphic Design",PeoplePerHour,Intermediate,Australia,"Bank Transfer",140,5442,78.02,97.07,4.99,70,Hourly,56.18,412
366,"App Development",Toptal,Intermediate,Asia,"Bank Transfer",83,339,40.82,69.31,3.26,64,Fixed,40.94,468
367,"Digital Marketing",Toptal,Beginner,Asia,Crypto,296,9044,91.37,98.06,3.55,7,Fixed,55.38,385
368,"Web Development",PeoplePerHour,Intermediate,Asia,"Mobile Banking",66,8475,79.99,95.27,3.79,44,Hourly,14.3,261
369,"App Development",Freelancer,Expert,Europe,"Mobile Banking",133,457,76.31,59.79,3.84,76,Fixed,66.96,414
370,"Content Writing",Fiverr,Expert,Australia,"Mobile Banking",261,743,97.24,53.47,3.82,7,Hourly,75.84,309
371,SEO,Fiverr,Beginner,"Middle East",Crypto,216,1219,39.79,55.04,4.82,66,Hourly,55.41,343
372,"Customer Support",Upwork,Beginner,UK,Crypto,58,8673,63.04,50.91,4.43,60,Fixed,76.82,423
373,"Web Development",Upwork,Intermediate,Canada,"Bank Transfer",179,7832,91.44,54.72,4.22,1,Hourly,20.6,144
374,"Graphic Design",Upwork,Beginner,Australia,PayPal,104,9224,80.13,84.15,3.62,62,Fixed,43.42,260
375,"Customer Support",Fiverr,Expert,UK,PayPal,43,3094,58.52,53.56,4.65,87,Hourly,52.13,1
376,"Graphic Design",Freelancer,Expert,Australia,PayPal,267,5580,12.24,65.95,4.91,89,Hourly,50.72,313
377,"Web Development",Fiverr,Beginner,Europe,"Bank Transfer",154,5042,67.01,92.24,4.64,18,Hourly,38.1,11
378,"Graphic Design",Fiverr,Beginner,UK,PayPal,125,3974,55.02,51.16,3,7,Hourly,33.67,260
379,"App Development",Fiverr,Beginner,Europe,Crypto,182,7020,22.5,90.72,4.27,54,Fixed,18.88,361
380,"Digital Marketing",Fiverr,Intermediate,USA,Crypto,124,3362,88.81,64.09,3.1,67,Hourly,37.42,443
381,"Graphic Design",Freelancer,Intermediate,UK,"Mobile Banking",76,4368,37.61,55.91,3.52,10,Hourly,21.39,168
382,"Content Writing",Upwork,Expert,Australia,PayPal,223,1738,41.81,84.84,3.12,61,Fixed,61.41,147
383,"Digital Marketing",Toptal,Intermediate,USA,Crypto,127,517,68.88,81.45,4.21,59,Hourly,24.62,199
384,"App Development",Upwork,Intermediate,Europe,"Mobile Banking",248,9587,51.44,93.87,4.37,59,Hourly,14.1,384
385,"Customer Support",Upwork,Intermediate,Europe,PayPal,79,2472,13.48,86.75,3.23,69,Hourly,48.67,311
386,"Data Entry",Toptal,Intermediate,Australia,PayPal,10,7329,41.81,90.17,3.77,63,Hourly,51.67,69
387,"Customer Support",Fiverr,Expert,USA,Crypto,25,4557,13.97,64.1,3.91,8,Hourly,71.03,311
388,"Graphic Design",Freelancer,Beginner,Asia,"Mobile Banking",194,4771,23.12,58.87,3.74,78,Hourly,50.39,53
389,"Graphic Design",Freelancer,Expert,"Middle East","Mobile Banking",229,5421,5.68,87.53,3.24,55,Fixed,34.18,394
390,"Content Writing",Upwork,Intermediate,Canada,Crypto,107,9253,22.22,90.34,3.84,6,Hourly,66.21,258
391,"App Development",Toptal,Beginner,Australia,Crypto,103,7591,36.39,99.53,4.5,1,Fixed,47.82,350
392,"Content Writing",PeoplePerHour,Beginner,Europe,Crypto,87,9919,56.13,70.63,3.14,56,Hourly,15.55,27
393,SEO,Fiverr,Beginner,UK,PayPal,185,1536,92.33,68.6,3.16,75,Fixed,49.61,366
394,"App Development",Upwork,Expert,USA,Crypto,156,9658,56.33,88.82,3.71,88,Fixed,73.56,362
395,"Web Development",Freelancer,Beginner,"Middle East",Crypto,60,9599,72.03,67.04,4.88,10,Fixed,37.74,119
396,"Web Development",Toptal,Expert,Canada,"Bank Transfer",194,9633,38.98,96.54,4.34,23,Fixed,30.74,132
397,"Web Development",Toptal,Expert,UK,Crypto,26,9820,76.4,92.92,4.36,16,Hourly,20.04,379
398,"Content Writing",Upwork,Intermediate,USA,Crypto,72,3799,63.94,71.45,3.72,16,Hourly,20.6,89
399,"Web Development",PeoplePerHour,Intermediate,"Middle East",PayPal,189,8109,48.68,87.54,4.19,56,Hourly,40.29,15
400,"App Development",Freelancer,Beginner,Australia,"Mobile Banking",14,2553,23.41,87.73,3.02,6,Fixed,51.7,286
401,"Web Development",Upwork,Beginner,"Middle East",PayPal,70,7905,33.84,55.16,4.27,30,Fixed,15.64,283
402,"Data Entry",PeoplePerHour,Intermediate,Australia,"Bank Transfer",268,7105,63.99,95.13,4.83,63,Fixed,75.77,390
403,"Web Development",Toptal,Expert,Asia,Crypto,229,449,45.48,75.26,4.23,1,Fixed,62.86,229
404,"Graphic Design",Fiverr,Expert,USA,Crypto,127,4432,89.49,91.32,4.75,51,Fixed,51.06,136
405,SEO,Freelancer,Intermediate,"Middle East",Crypto,42,1589,27.31,66,4.45,89,Fixed,67.99,294
406,"Content Writing",Freelancer,Expert,Canada,Crypto,127,8478,11.94,94.78,3.24,46,Fixed,15.61,226
407,"Digital Marketing",PeoplePerHour,Intermediate,"Middle East",Crypto,160,7235,60.99,69.46,4.8,21,Hourly,43.38,426
408,SEO,Upwork,Intermediate,USA,Crypto,71,4960,89.17,50.54,3.13,38,Fixed,54.11,26
409,"Data Entry",Toptal,Beginner,UK,"Bank Transfer",137,9169,39.65,95.27,4.07,69,Hourly,68.01,331
410,"Content Writing",PeoplePerHour,Beginner,UK,Crypto,144,4559,66.53,54.56,3.28,63,Hourly,64.84,116
411,"App Development",Fiverr,Intermediate,"Middle East",Crypto,86,6101,26.98,65.97,3.02,50,Fixed,29.39,88
412,"Customer Support",Fiverr,Beginner,"Middle East",Crypto,62,6202,58.05,97.5,3.84,12,Fixed,75.86,106
413,"Content Writing",Fiverr,Intermediate,Australia,"Bank Transfer",153,8661,79.75,97.53,3.59,69,Fixed,18.7,220
414,"Graphic Design",PeoplePerHour,Expert,USA,Crypto,135,4174,87.37,78.67,3.97,73,Fixed,71.26,222
415,"App Development",Toptal,Expert,Australia,"Bank Transfer",73,2445,14.99,81.59,4.15,44,Hourly,77.97,121
416,SEO,Freelancer,Expert,Canada,PayPal,254,8902,38.86,72.42,3.09,52,Fixed,22.4,381
417,SEO,Upwork,Expert,Asia,Crypto,181,4000,65.77,64.66,3.25,9,Hourly,60.54,353
418,"Web Development",Freelancer,Intermediate,UK,"Mobile Banking",76,499,8.3,66.43,4.12,65,Fixed,12.82,32
419,"App Development",Toptal,Expert,Europe,"Bank Transfer",21,429,70.61,83.63,3.69,10,Hourly,38.38,90
420,"Customer Support",Freelancer,Expert,Europe,PayPal,164,9492,55.16,87.62,4.46,46,Hourly,46.14,183
421,"Graphic Design",PeoplePerHour,Expert,USA,"Bank Transfer",74,7335,32.41,89.58,4.3,58,Hourly,50.65,375
422,"Web Development",Fiverr,Expert,USA,"Bank Transfer",117,2351,82.39,89.48,4.69,37,Hourly,75.52,257
423,"Web Development",Toptal,Intermediate,Europe,PayPal,236,7760,32.55,54.56,4.38,52,Hourly,57.06,397
424,"Customer Support",Toptal,Expert,USA,Crypto,25,5842,99.18,74.72,3.86,81,Fixed,43.69,12
425,"Content Writing",Freelancer,Beginner,UK,Crypto,139,8968,82.56,52.88,4.35,13,Fixed,66.68,23
426,SEO,PeoplePerHour,Beginner,Canada,"Bank Transfer",267,9709,72.26,77.48,3.55,6,Fixed,76.54,324
427,"Web Development",Freelancer,Beginner,Canada,PayPal,115,7266,10.83,72.08,3.61,58,Hourly,11.54,33
428,"Data Entry",Freelancer,Beginner,Australia,Crypto,250,4955,90.91,94.39,4.58,48,Fixed,78.78,246
429,"Data Entry",Toptal,Beginner,UK,"Bank Transfer",287,6049,80.06,67.55,3.89,32,Hourly,16.03,342
430,SEO,Freelancer,Beginner,Asia,"Mobile Banking",12,8657,26.76,55.85,4.6,11,Hourly,67.01,18
431,"Data Entry",Fiverr,Intermediate,USA,PayPal,288,7172,42.26,57.15,4.64,81,Fixed,29.62,29
432,"Customer Support",Freelancer,Beginner,USA,"Mobile Banking",211,649,30.52,88.08,4.72,5,Hourly,19.25,48
433,"Content Writing",Fiverr,Expert,Asia,"Mobile Banking",198,7338,98.52,80.91,4.83,6,Fixed,40.79,426
434,"Graphic Design",Toptal,Beginner,Australia,"Bank Transfer",51,7971,86.15,55.06,3.86,74,Hourly,55.08,399
435,"Digital Marketing",PeoplePerHour,Intermediate,Australia,PayPal,246,1617,93.37,54.21,3.64,21,Fixed,36.67,179
436,"Web Development",Fiverr,Beginner,USA,Crypto,14,1144,79.93,85.05,4.16,42,Hourly,13.82,369
437,"Digital Marketing",PeoplePerHour,Expert,USA,Crypto,293,9689,48.35,53.64,3.74,81,Fixed,51.96,371
438,"Graphic Design",PeoplePerHour,Expert,Asia,"Bank Transfer",135,9734,24.52,91.09,4.2,27,Fixed,73.17,487
439,"Graphic Design",Fiverr,Intermediate,UK,Crypto,274,6241,24.77,85.31,4.41,3,Hourly,36.83,225
440,"Customer Support",Toptal,Intermediate,Asia,Crypto,65,1508,19.41,54.07,4.38,60,Hourly,25.14,432
441,"Content Writing",Upwork,Intermediate,Australia,"Mobile Banking",168,9450,56.93,54.24,3.75,66,Hourly,40.98,394
442,"Data Entry",PeoplePerHour,Intermediate,Asia,"Mobile Banking",17,8096,92.4,99.33,3.33,49,Fixed,13.39,77
443,"Data Entry",PeoplePerHour,Beginner,Asia,PayPal,276,4984,99.22,68.71,3.86,34,Fixed,67.43,495
444,"Customer Support",Toptal,Beginner,Asia,"Mobile Banking",212,1404,32.29,68.53,3.29,37,Hourly,67.84,430
445,"Graphic Design",Toptal,Expert,UK,Crypto,250,6523,71.24,90.64,4.78,42,Fixed,51.16,206
446,"Content Writing",Freelancer,Intermediate,"Middle East",PayPal,137,8454,61.72,97.36,3.69,65,Fixed,34.72,34
447,"Content Writing",Toptal,Intermediate,USA,PayPal,248,3944,51.45,99.3,3.31,60,Hourly,65.98,249
448,SEO,PeoplePerHour,Beginner,Europe,"Bank Transfer",298,8082,68.25,87.67,3.05,1,Fixed,48.83,70
449,"App Development",Fiverr,Intermediate,Asia,"Mobile Banking",42,3013,40.28,68.81,4.29,59,Fixed,67.82,412
450,"Web Development",Upwork,Expert,Europe,PayPal,60,3092,94.73,54.18,4.27,4,Fixed,54.2,363
451,"Customer Support",Freelancer,Expert,"Middle East",Crypto,52,7023,72.02,88.86,3.68,14,Hourly,64.91,309
452,"App Development",Fiverr,Intermediate,USA,PayPal,109,7189,76.65,77.92,3.14,18,Fixed,51.9,469
453,"Customer Support",Upwork,Expert,Australia,PayPal,63,6980,28.03,71.21,3.82,34,Hourly,38.99,278
454,"Data Entry",Upwork,Expert,Europe,"Bank Transfer",81,1782,21.02,95.32,3.62,1,Fixed,77.06,151
455,"Graphic Design",Upwork,Beginner,Australia,Crypto,222,7920,42.46,55.56,4.35,53,Fixed,47.88,226
456,"Customer Support",Fiverr,Expert,Europe,Crypto,59,5390,77.83,74.63,4.21,22,Fixed,52.36,242
